roomID,roomName,capacity,buildingID,buildingID_exists
152,DWNB1 1,75,118,0
153,FLH2 1,150,475,0
154,CLV5 1,50,676,0
155,SLH2 1,175,355,0
156,IGNR3 1,75,721,0
157,CLWB3 1,200,792,0
158,MC5 2,200,860,0
159,FEB5 1,175,615,0
160,CC6 1,100,703,0
161,CLEB1 1,125,29,0
162,MAV2 1,100,274,0
163,SSB2 1,175,911,0
164,MHA1 1,150,62,0
165,CWB2 1,150,267,0
166,HB3 1,175,421,0
167,DPV3 1,200,828,0
168,ELH3 1,175,435,0
169,MHSB3 1,25,266,0
170,MAV2 2,200,274,0
171,CG2 1,100,745,0
172,IGNC2 1,25,347,0
173,VWC1 1,200,315,0
174,CMR2 1,100,419,0
175,ER4 1,75,586,0
176,AA2 1,100,548,0
177,VWNB1 1,50,798,0
178,CLR5 1,150,970,0
179,MC1 1,25,132,0
180,AC5 2,25,973,0
181,MHS2 1,175,821,0
182,FA2 1,150,92,0
183,CAPG8 1,150,934,0
184,JAEB2 1,50,785,0
185,PB2 1,25,670,0
186,MC2 1,100,531,0
187,AR2 2,100,370,0
188,CLL1 1,175,160,0
189,FL3 1,100,880,0
190,CAPL1 1,75,297,0
191,MAB4 3,150,932,0
192,MS1 1,175,339,0
193,DPH3 1,100,220,0
194,AV4 2,25,962,0
195,ENB1 1,25,36,0
196,MAR4 1,50,773,0
197,VWS2 1,175,513,0
198,PC6 1,200,810,0
199,MAH2 1,75,43,0
200,DPNB3 2,125,289,0
201,ELH2 2,100,24,0
202,JAWB2 2,100,646,0
203,DWC1 1,125,34,0
204,PWB5 1,50,767,0
205,AC3 1,175,832,0
206,MNB1 1,175,671,0
207,MSB1 1,125,134,0
208,JAV2 1,50,882,0
209,DPNB1 1,50,78,0
210,HA3 1,175,516,0
211,MASB1 1,25,20,0
212,AV4 3,75,760,0
213,IGNB2 1,175,97,0
214,EG2 1,125,198,0
215,MV4 1,150,803,0
216,ELH3 2,25,435,0
217,HEB3 1,125,309,0
218,CMWB1 1,100,469,0
219,CAPNB1 1,125,102,0
220,EV3 1,200,992,0
221,VWA1 1,125,385,0
222,MAR2 1,50,439,0
223,FEB2 1,175,227,0
224,DWR2 1,125,574,0
225,MAA4 1,125,494,0
226,CLEB5 1,100,929,0
227,PWB3 1,25,391,0
228,AH2 1,175,508,0
229,MLH6 1,150,974,0
230,AB3 1,50,781,0
231,FC5 1,100,463,0
232,DWR3 1,25,591,0
233,SL1 1,100,406,0
234,CAPS3 1,150,457,0
235,CAPNB3 1,50,488,0
236,AB2 1,125,658,0
237,AG1 1,75,340,0
238,CG4 1,50,829,0
239,IGNB2 2,75,97,0
240,CLA1 1,200,212,0
241,ER5 2,100,607,0
242,AB1 1,75,85,0
243,JAR2 1,200,412,0
244,CAPB2 1,100,535,0
245,MHL1 1,200,60,0
246,CA2 1,175,258,0
247,CAPWB1 1,150,318,0
248,ASB4 1,75,854,0
249,DPG1 1,150,37,0
250,HC2 1,175,705,0
251,MAEB5 1,25,892,0
252,MAV2 3,100,274,0
253,MAR4 2,200,773,0
254,SLH5 1,200,558,0
255,CLV2 1,100,320,0
256,IGNS1 1,200,329,0
257,CLR3 1,200,725,0
258,JANB2 1,50,526,0
259,MAWB2 1,50,943,0
260,ELH3 3,50,435,0
261,CAPH3 1,75,384,0
262,FWB7 2,25,775,0
263,MAC2 1,50,165,0
264,PA2 1,100,170,0
265,DWS2 1,50,448,0
266,SG2 2,175,39,0
267,CLG2 1,75,507,0
268,IGNR2 1,200,641,0
269,MEB1 1,175,143,0
270,FL2 1,25,408,0
271,FG3 1,50,303,0
272,DPB3 1,125,445,0
273,CMV3 1,125,737,0
274,CAPB2 2,150,535,0
275,MHSB5 1,150,629,0
276,PH2 1,75,577,0
277,MHEB3 2,125,144,0
278,CAPB2 3,100,535,0
279,CR1 2,150,822,0
280,MC2 2,125,531,0
281,SLH3 1,200,483,0
282,JAC1 1,150,215,0
283,CMS5 1,75,949,0
284,VWG1 1,200,168,0
285,IGNG1 1,150,10,0
286,MAV3 1,75,426,0
287,CMEB1 1,200,153,0
288,MG1 2,25,68,0
289,MHNB1 1,100,319,0
290,PH1 1,50,204,0
291,AG1 2,200,550,0
292,CMH2 1,50,338,0
293,MHA1 2,200,62,0
294,CAPC2 1,75,608,0
295,MG1 3,150,68,0
296,DPH9 1,100,651,0
297,SEB1 1,25,353,0
298,MHR5 1,100,950,0
299,VWL3 1,125,281,0
300,CLL5 1,175,840,0
301,IGNB4 1,125,598,0
302,JAS2 1,175,376,0
303,AEB2 1,125,956,0
304,DWR2 2,100,574,0
305,MAS1 1,75,79,0
306,CAPB1 1,100,105,0
307,AV2 1,75,286,0
308,AWB2 2,50,269,0
309,AR1 2,175,129,0
310,CMH2 2,125,338,0
311,CMLH3 1,200,989,0
312,FEB1 1,75,214,0
313,MHEB1 1,100,2,0
314,DPA1 1,50,221,0
315,CMB1 1,75,951,0
316,CMC1 2,75,146,0
317,DWWB3 1,25,486,0
318,SLH1 1,50,331,0
319,CLB5 1,25,917,0
320,JANB1 1,200,140,0
321,ELH3 4,200,435,0
322,ESB2 2,125,334,0
323,JAH2 1,50,512,0
324,FG2 1,175,246,0
325,CL1 1,175,386,0
326,JAC4 2,200,723,0
327,MAG3 1,125,363,0
328,MAB3 1,150,858,0
329,ENB3 1,50,543,0
330,SB3 1,100,904,0
331,ES4 1,75,978,0
332,SC6 1,125,968,0
333,DPR1 1,75,728,0
334,MC5 3,175,860,0
335,MA3 1,200,573,0
336,MAG4 2,125,501,0
337,MAH4 1,50,701,0
338,IGNH3 2,175,571,0
339,DPNB6 1,150,667,0
340,FC2 1,25,182,0
341,DWH6 1,150,886,0
342,MB3 1,200,875,0
343,CAPS4 1,150,789,0
344,CG2 2,175,745,0
345,CLSB1 1,100,218,0
346,PWB3 2,150,391,0
347,MHV1 1,25,183,0
348,MAL2 1,200,200,0
349,EA2 1,100,369,0
350,FC1 1,125,5,0
351,MHSB4 2,50,336,0
352,MAB4 4,150,932,0
353,PR5 1,125,937,0
354,DPSB4 1,25,514,0
355,CMC1 3,125,621,0
356,DWC1 2,125,34,0
357,CMWB2 1,200,657,0
358,ESB3 1,25,407,0
359,CMSB1 1,125,712,0
360,PC1 2,25,280,0
361,MC5 4,25,994,0
362,JAH5 1,200,883,0
363,CAPEB5 1,200,622,0
364,CC4 1,75,502,0
365,MASB4 1,50,484,0
366,SG2 3,150,39,0
367,CLEB1 2,75,29,0
368,JAWB3 1,75,722,0
369,DPR2 1,75,891,0
370,CLEB2 1,175,84,0
371,ASB4 2,50,854,0
372,DWEB2 1,200,57,0
373,FH2 1,25,652,0
374,MSB2 1,50,321,0
375,HA4 1,125,878,0
376,MALH2 1,100,873,0
377,PB2 2,25,670,0
378,AG1 3,150,340,0
379,CLSB6 1,75,919,0
380,CAPL3 1,150,927,0
381,AC3 2,25,528,0
382,JAV3 1,175,963,0
383,MAV3 2,25,426,0
384,SC1 1,100,66,0
385,SS5 1,75,844,0
386,MAR3 1,125,746,0
387,AB1 2,75,85,0
388,VWA3 1,25,454,0
389,FC4 2,100,282,0
390,HC2 2,175,705,0
391,MC1 2,25,177,0
392,CAPWB1 2,125,318,0
393,DWR2 3,150,574,0
394,CH1 2,150,120,0
395,DPH7 1,50,477,0
396,HNB3 1,200,579,0
397,CLNB1 1,50,90,0
398,DPEB1 1,50,940,0
399,IGNG2 1,50,186,0
400,CAPA3 1,150,190,0
401,VWEB4 2,25,605,0
402,JAEB2 2,75,785,0
403,MAR5 1,25,807,0
404,CLLH3 1,150,222,0
405,AA4 1,50,471,0
406,CAPNB8 2,100,898,0
407,VWC1 2,100,315,0
408,JAH4 1,75,765,0
409,CAPC3 1,25,317,0
410,VWSB2 2,125,388,0
411,FC2 2,125,182,0
412,MEB1 2,150,143,0
413,ALH3 1,100,423,0
414,VWR3 1,100,855,0
415,CAPA5 1,100,279,0
416,AA1 1,125,181,0
417,CAPV1 1,200,265,0
418,SG3 1,50,270,0
419,MAG4 3,150,501,0
420,PC3 1,150,592,0
421,ALH2 1,200,357,0
422,MHWB4 1,75,849,0
423,DPG1 2,175,37,0
424,SV1 1,100,159,0
425,CMWB3 1,175,719,0
426,SLH2 2,125,355,0
427,CLA1 2,150,212,0
428,IGNEB5 2,125,716,0
429,FA2 2,100,92,0
430,AC2 1,100,264,0
431,AEB2 2,125,478,0
432,ANB1 1,50,32,0
433,MHV2 1,75,529,0
434,DWWB3 2,75,486,0
435,AEB2 3,150,478,0
436,AS3 2,175,381,0
437,VWR2 1,25,674,0
438,MHLH1 1,50,330,0
439,MHR2 1,150,644,0
440,CC7 1,25,890,0
441,CAPA2 1,175,162,0
442,DWWB3 3,150,486,0
443,CAPNB2 1,50,344,0
444,CC1 1,150,191,0
445,AH1 1,75,313,0
446,AEB2 4,75,478,0
447,ALH6 1,25,770,0
448,IGNH2 3,200,449,0
449,ER5 3,175,607,0
450,AB3 2,175,748,0
451,MASB4 2,100,484,0
452,CA2 2,150,258,0
453,FEB5 2,150,615,0
454,MAA4 2,175,494,0
455,CAPSB1 1,25,307,0
456,MC5 5,100,994,0
457,AB3 3,50,781,0
458,EC1 1,175,431,0
459,CLWB3 2,125,792,0
460,CWB4 2,175,976,0
461,ER5 4,25,607,0
462,HLH2 1,75,167,0
463,DPL4 1,125,944,0
464,MB4 1,100,907,0
465,MLH6 2,75,974,0
466,AS1 1,150,133,0
467,MAR5 2,25,807,0
468,CH8 1,50,993,0
469,MHC1 1,75,316,0
470,DWNB3 1,150,820,0
471,CMWB1 2,175,469,0
472,CAPC2 2,200,169,0
473,MA1 1,75,0,0
474,MAH3 1,75,205,0
475,IGNL1 1,125,308,0
476,FC1 2,75,82,0
477,MASB2 1,100,241,0
478,AG2 2,50,447,0
479,PNB3 2,100,741,0
480,CA1 1,150,157,0
481,FC1 3,200,5,0
482,CAPLH1 1,150,163,0
483,CAPNB1 2,200,102,0
484,EC2 1,175,563,0
485,CLSB3 1,100,715,0
486,CAPG8 2,200,934,0
487,ES3 2,175,684,0
488,MHR3 1,200,851,0
489,JAC4 3,100,723,0
490,AB3 4,50,781,0
491,FC4 3,75,396,0
492,PL1 1,75,325,0
493,FSB3 1,150,409,0
494,CLSB6 2,125,919,0
495,MC4 1,175,839,0
496,PL3 1,175,611,0
497,JAR3 1,50,546,0
498,SLH2 3,200,355,0
499,FSB4 1,25,685,0
500,FEB2 2,75,227,0
501,CMV4 1,100,786,0
502,FL1 1,150,377,0
503,ANB3 1,25,348,0
504,MHH2 1,175,625,0
505,AEB3 2,50,936,0
506,MAL4 1,100,661,0
507,HB1 1,200,141,0
508,AEB1 1,25,192,0
509,FV1 1,125,216,0
510,DPB3 2,50,445,0
511,IGNC2 2,175,347,0
512,EA4 2,75,669,0
513,ELH3 5,75,435,0
514,CLH1 2,125,291,0
515,FC4 4,200,396,0
516,MLH1 1,125,35,0
517,CLV8 1,175,981,0
518,MHV1 2,75,183,0
519,ESB3 2,50,407,0
520,MAS3 1,50,476,0
521,VWEB2 1,50,354,0
522,MNB1 2,175,671,0
523,CR1 3,25,822,0
524,ES1 1,150,164,0
525,VWS1 1,175,131,0
526,MHSB6 1,200,702,0
527,AH1 2,200,11,0
528,EA4 3,175,669,0
529,FEB4 1,25,432,0
530,EWB2 1,175,310,0
531,AC2 2,50,264,0
532,MAEB4 1,200,618,0
533,DPSB4 2,150,514,0
534,HSB4 1,200,799,0
535,MA5 2,150,729,0
536,CAPS5 1,150,864,0
537,FG1 1,75,114,0
538,ML1 1,175,434,0
539,DPR2 2,50,891,0
540,CMEB1 2,25,153,0
541,VWV2 1,125,345,0
542,VWWB2 1,200,202,0
543,DPB3 3,25,445,0
544,FLH2 2,125,475,0
545,SR1 1,50,40,0
546,HH3 1,200,888,0
547,AA4 2,150,471,0
548,ALH1 1,150,51,0
549,CA2 3,175,258,0
550,VWV2 2,125,345,0
551,JAEB2 3,25,785,0
552,CMR3 1,125,555,0
553,MHV1 3,125,183,0
554,PWB2 1,175,365,0
555,SG1 1,200,17,0
556,SNB2 1,125,332,0
557,DPH9 2,25,651,0
558,JAA1 1,50,610,0
559,PWB2 2,25,365,0
560,DPSB5 1,175,544,0
561,CWB1 1,75,254,0
562,MHC1 2,50,86,0
563,AR1 3,75,129,0
564,CH5 1,200,648,0
565,VWC2 1,125,441,0
566,SEB1 2,200,353,0
567,HC2 3,100,705,0
568,DPEB1 2,200,940,0
569,CAPS1 1,50,41,0
570,ESB2 3,150,334,0
571,SG2 4,75,39,0
572,HL4 1,50,623,0
573,PWB3 3,50,391,0
574,VWV2 3,125,345,0
575,FEB4 2,175,432,0
576,ELH1 1,75,22,0
577,AC5 3,125,973,0
578,DWWB4 1,50,738,0
579,PEB2 1,175,856,0
580,CLNB4 1,50,988,0
581,MAL6 1,100,812,0
582,DPS2 1,125,584,0
583,EWB2 2,100,310,0
584,JAR5 1,25,710,0
585,MHL3 1,200,383,0
586,DPH3 2,175,220,0
587,VWL3 2,75,281,0
588,PR3 1,25,283,0
589,DPSB6 2,175,619,0
590,ML2 1,75,931,0
591,JAH3 1,125,694,0
592,CAPA5 2,25,279,0
593,JAC2 1,100,416,0
594,MAH1 1,175,19,0
595,MR2 1,75,672,0
596,VWL3 3,125,281,0
597,AL1 1,150,473,0
598,MHEB2 1,100,99,0
599,DWH1 1,25,230,0
600,CAPNB7 1,150,726,0
601,DWNB2 1,50,226,0
602,CAPC3 2,125,626,0
603,CG2 3,200,745,0
604,PSB1 1,175,602,0
605,AL2 1,150,650,0
606,MV2 1,175,554,0
607,CAPR2 1,25,487,0
608,MEB2 1,150,351,0
609,FA3 1,150,327,0
610,MHL5 1,200,842,0
611,AV1 3,200,155,0
612,SC5 1,200,874,0
613,JAC1 2,75,215,0
614,SR2 2,175,689,0
615,IGNLH1 1,175,261,0
616,IGNV1 1,50,33,0
617,JAWB2 3,200,646,0
618,DWR2 4,150,574,0
619,AB1 3,100,85,0
620,JAH4 2,150,765,0
621,CAPLH2 1,125,311,0
622,AL1 2,150,768,0
623,VWA4 1,200,462,0
624,MAA1 1,75,30,0
625,EA3 1,75,639,0
626,EA3 2,150,639,0
627,AB2 2,175,578,0
628,DPH6 1,25,425,0
629,CLR4 1,125,769,0
630,DPS1 1,200,569,0
631,PG2 1,175,240,0
632,MAWB2 2,75,943,0
633,VWC2 2,50,387,0
634,MHEB2 2,175,99,0
635,FC2 3,100,223,0
636,SC2 1,125,113,0
637,FC2 4,75,182,0
638,JAEB2 4,175,785,0
639,EC2 2,175,563,0
640,DPL3 2,100,360,0
641,HC1 1,125,428,0
642,FA3 2,150,327,0
643,CAPB3 4,50,645,0
644,AA5 1,150,680,0
645,DPSB4 3,175,514,0
646,DWH1 2,175,230,0
647,DWH5 1,200,506,0
648,PR4 1,200,293,0
649,CLL1 2,75,160,0
650,FSB3 2,125,409,0
651,FB1 2,150,3,0
652,AB3 5,200,781,0
653,MNB1 3,75,671,0
654,CH6 1,50,699,0
655,VWA2 1,175,392,0
656,AV7 1,175,997,0
657,MB1 1,100,420,0
658,DPH9 3,25,651,0
659,DWR4 1,100,633,0
660,HB1 2,50,141,0
661,FV2 1,175,613,0
662,SC6 2,25,968,0
663,SNB2 2,100,332,0
664,PA2 2,200,170,0
665,DPLH3 1,50,700,0
666,MLH6 3,150,974,0
667,EG1 1,175,23,0
668,HV1 1,100,565,0
669,VWNB3 1,75,870,0
670,CLH2 1,150,468,0
671,DPC5 1,100,740,0
672,CAPR1 1,200,179,0
673,HSB6 1,100,959,0
674,MHLH1 2,75,330,0
675,CMEB4 1,50,300,0
676,CH7 1,25,915,0
677,SWB1 2,200,211,0
678,HNB2 1,100,470,0
679,DPLH3 2,200,700,0
680,CEB2 1,75,247,0
681,MG3 1,200,996,0
682,JAH2 2,50,512,0
683,CR1 4,150,822,0
684,CLB4 2,75,893,0
685,AA2 2,200,250,0
686,MAL5 2,50,739,0
687,MHB1 1,25,7,0
688,JAL5 1,175,698,0
689,CLB3 1,200,887,0
690,JAV2 2,175,882,0
691,CLV1 1,175,72,0
692,JAA2 1,125,980,0
693,SB3 2,50,904,0
694,PA4 1,25,732,0
695,IGNH2 4,200,449,0
696,AA6 1,25,847,0
697,MHH1 1,175,299,0
698,DPNB8 1,25,848,0
699,MC3 1,175,372,0
700,VWV3 2,200,733,0
701,IGNG3 1,50,438,0
702,CLC1 1,75,106,0
703,HC3 2,125,867,0
704,FWB8 1,50,776,0
705,MAL5 3,75,739,0
706,CSB1 1,175,375,0
707,MR2 2,150,672,0
708,CLC2 2,100,145,0
709,JAC5 2,200,814,0
710,JAC1 3,125,215,0
711,MHEB2 3,150,99,0
712,CMWB2 2,50,657,0
713,CMWB1 3,200,469,0
714,ALH6 2,100,770,0
715,FWB7 3,125,775,0
716,MAC3 1,125,350,0
717,HC2 4,200,705,0
718,CMH2 3,200,338,0
719,IGNEB5 3,125,716,0
720,SC3 1,125,581,0
721,CAPC2 3,25,608,0
722,SWB3 1,75,779,0
723,DPSB3 1,125,151,0
724,MHR1 1,100,26,0
725,EA5 1,150,901,0
726,PH2 2,150,577,0
727,AG4 1,125,730,0
728,DWH3 1,75,314,0
729,SC3 2,125,581,0
730,DWWB3 4,200,486,0
731,SR2 3,125,689,0
732,DPH2 1,75,158,0
733,HSB1 1,125,150,0
734,SEB3 1,175,879,0
735,VWB1 1,100,263,0
736,SNB1 2,100,28,0
737,MR1 1,125,597,0
738,DPSB3 2,25,151,0
739,CAPV1 2,150,265,0
740,DWWB4 2,175,738,0
741,CAPNB3 2,75,488,0
742,MHA5 1,150,995,0
743,AC2 3,75,659,0
744,HS1 1,150,601,0
745,CAPB2 4,150,535,0
746,VWC2 3,200,387,0
747,MC4 2,75,663,0
748,DPR2 3,200,891,0
749,CAPR1 2,200,179,0
750,FC7 2,175,918,0
751,AC1 2,50,14,0
752,MAC3 2,100,350,0
753,MHC1 3,100,316,0
754,MC2 3,75,229,0
755,PLH1 1,50,284,0
756,CC5 1,100,665,0
757,PWB2 3,200,365,0
758,HNB2 2,25,470,0
759,MC5 6,100,860,0
760,AA3 1,100,759,0
761,MC3 2,25,372,0
762,FL2 2,50,408,0
763,MLH6 4,150,974,0
764,CAPNB4 2,50,519,0
765,PR2 1,50,277,0
766,CH8 2,25,993,0
767,CAPS3 2,100,457,0
768,AA2 3,125,250,0
769,CLEB4 1,75,816,0
770,CEB3 1,100,706,0
771,ANB1 2,200,233,0
772,AA1 2,25,181,0
773,HL4 2,125,623,0
774,HV1 2,125,565,0
775,CAPA1 1,100,93,0
776,CSB2 1,50,750,0
777,CAPL3 2,75,927,0
778,CAPB2 5,125,535,0
779,MHA1 3,100,62,0
780,ANB1 3,100,233,0
781,FC5 2,200,599,0
782,FLH2 3,50,475,0
783,IGNS2 1,25,549,0
784,DPC1 1,50,326,0
785,SS1 1,200,201,0
786,AEB1 2,200,119,0
787,AB1 4,200,85,0
788,VWWB2 2,50,202,0
789,CMR3 2,100,555,0
790,CLA2 2,200,612,0
791,CAPSB1 2,25,307,0
792,DWV1 1,175,595,0
793,MASB6 1,50,881,0
794,CMV3 2,200,737,0
795,HG1 1,100,796,0
796,VWC5 1,200,603,0
797,MA1 2,125,0,0
798,FR3 1,175,772,0
799,FEB5 3,125,615,0
800,IGNLH3 1,75,504,0
801,MHSB4 3,200,336,0
802,JANB2 2,125,526,0
803,MLH6 5,125,974,0
804,SG3 2,100,270,0
805,PC2 2,125,349,0
806,JAH3 2,125,694,0
807,FC6 1,200,640,0
808,FG1 2,75,114,0
809,CV2 1,25,499,0
810,DPC1 2,200,326,0
811,CLG2 2,75,507,0
812,MHV1 4,50,183,0
813,MHL4 1,175,778,0
814,SR2 4,125,689,0
815,IGNH1 1,200,96,0
816,MAC3 3,75,350,0
817,EG2 2,50,198,0
818,AB3 6,100,781,0
819,CLSB1 2,125,218,0
820,VWS2 2,125,513,0
821,FA3 3,200,327,0
822,CAPB1 2,125,105,0
823,CMS5 2,100,949,0
824,DPS2 2,75,584,0
825,SLH1 2,75,331,0
826,MHA3 1,175,196,0
827,EB3 1,75,804,0
828,PS4 1,75,872,0
829,MEB4 1,75,624,0
830,CNB3 2,200,333,0
831,EA4 4,175,669,0
832,VWNB1 2,125,798,0
833,IGNB3 1,125,234,0
834,SLH3 2,125,483,0
835,PEB1 1,75,379,0
836,AH1 3,150,313,0
837,CLLH4 2,150,744,0
838,MHWB4 2,150,849,0
839,HSB2 1,125,460,0
840,ELH3 6,175,435,0
841,CB1 1,175,780,0
842,FC1 4,175,5,0
843,MHWB1 1,175,56,0
844,VWEB3 2,75,362,0
845,DWA5 1,200,998,0
846,JAEB2 5,125,785,0
847,MAH1 2,100,19,0
848,CLS1 1,125,213,0
849,DPB2 1,150,301,0
850,ELH2 3,150,24,0
851,CLG1 1,175,437,0
852,CNB3 3,100,333,0
853,CLEB4 2,100,816,0
854,IGNH4 1,200,632,0
855,JALH1 1,125,876,0
856,DWA1 1,50,109,0
857,JAR1 1,75,248,0
858,CNB3 4,200,333,0
859,VWEB5 1,200,964,0
860,MLH6 6,25,974,0
861,HSB4 2,175,799,0
862,CLC4 2,200,704,0
863,PG3 1,125,255,0
864,CMC1 4,175,621,0
865,MHL1 2,50,60,0
866,DWEB2 2,150,57,0
867,FC4 5,150,282,0
868,DWS2 2,125,448,0
869,SC2 2,200,113,0
870,MAA2 1,50,137,0
871,SNB2 3,175,332,0
872,SS5 2,75,844,0
873,CMNB3 1,75,894,0
874,VWC5 2,125,603,0
875,DPC3 3,100,587,0
876,IGNWB2 1,50,575,0
877,DWS2 3,100,448,0
878,DWWB2 1,125,335,0
879,ASB1 1,125,570,0
880,CEB3 2,25,706,0
881,MEB1 3,50,143,0
882,DPR2 4,150,891,0
883,JAA2 2,150,980,0
884,HEB4 1,200,926,0
885,JAH4 3,100,765,0
886,EH1 1,150,188,0
887,SWB2 1,100,479,0
888,AA4 3,150,471,0
889,VWL4 1,100,341,0
890,ELH4 1,125,693,0
891,IGNLH1 2,25,261,0
892,MEB1 4,50,143,0
893,CMWB2 3,175,657,0
894,CLG1 2,175,437,0
895,DWSB3 1,200,825,0
896,AG5 1,25,817,0
897,MHR3 2,25,851,0
898,CAPG8 3,150,934,0
899,CNB1 1,175,16,0
900,ANB1 4,150,32,0
901,CG3 1,200,809,0
902,DPNB3 3,150,289,0
903,JAR4 1,50,649,0
904,FWB6 1,50,752,0
905,AB2 3,50,578,0
906,AV7 2,50,997,0
907,DPSB5 2,75,544,0
908,AG5 2,50,817,0
909,DPC3 4,200,587,0
910,MEB4 2,100,624,0
911,CLR4 2,50,769,0
912,JAEB2 6,175,785,0
913,EC3 1,125,837,0
914,MAS3 2,200,476,0
915,AG7 1,75,910,0
916,DPNB5 1,150,666,0
917,VWV1 2,75,74,0
918,MC4 3,150,663,0
919,CAPSB2 1,175,464,0
920,AG7 2,25,910,0
921,CLV4 2,125,411,0
922,PR1 2,175,6,0
923,MAH1 3,25,19,0
924,DWH1 3,150,230,0
925,CLG1 3,75,437,0
926,CAPV1 3,100,265,0
927,IGNB4 2,150,598,0
928,SS2 1,200,545,0
929,EA4 5,100,669,0
930,CAPG6 1,150,788,0
931,IGNS3 1,75,914,0
